Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality,lat,long
52745,US-Mexico Border,30-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0799254,-111.977598
52759,Mediterranean,30-Dec-19,2019,Dec,1,0,1,0,0,0,0,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,Central Mediterranean, ,Uncategorized,4,32.84584791,12.56447129
52784,Central America,30-Dec-19,2019,Dec,1,0,1,0,0,1,0,Violence,"Train tracks near Atotonilco de Tula, Hidalgo, Mexico",Periódico AM, ,http://bit.ly/2QU1WM1,Central America,1,20.00988338,-99.21565755
52822,Mediterranean,30-Dec-19,2019,Dec,0,45,45,0,0,0,0,Presumed drowning,Unspecified location off the coast of Libya,Alarm Phone,Central Mediterranean,"http://bit.ly/38S8pgN, https://bit.ly/2ZP70UN, http://bit.ly/2R8zvZK",Uncategorized,4,33.23614403,12.59075103
52858,Europe,28-Dec-19,2019,Dec,5,0,5,0,0,0,0,Drowning,"Unspecified location in the Evros/Meriç river, Evros region, Greece",Forensic Laboratory of Alexandroupolis Hospital via efsyn, ,http://bit.ly/31trGCU,Southern Europe,1,40.91045947,26.2569495
52885,North Africa,28-Dec-19,2019,Dec,0,40,40,0,0,0,0,Presumed drowning,"Unspecified location between Morocco and Canary Islands, Spain","Alarm Phone, Caminando Fronteras",Western African,"https://bit.ly/2SOwdxf, http://archive.ph/3dgWP",Uncategorized,4,25.89063519,-16.33386478
52663,East Asia,27-Dec-19,2019,Dec,5,0,5,0,0,3,0,Unknown,"Bodies found on boat near Sado Island, Niigata, Japan","Japan Times, Kyodo News, AFP", ,"http://bit.ly/2sCnBz1, http://bit.ly/2sEra83, http://bit.ly/2MJk88F",Eastern Asia,3,38.15401823,138.0860327
52783,Central America,27-Dec-19,2019,Dec,1,0,1,0,0,1,0,Violence,"Santa Bárbara, Honduras (died after injuries sustained on October 28 when he was attacked in a migrant caravan)","El Heraldo, La Prensa", ,"https://bit.ly/2txBrmH, https://bit.ly/39NUU2P, http://www.abriendobrecha.tv/muere-hondureno-que-fue-golpeado-mientras-viajaba-en-caravana-migrante-hacia-eeuu/",Central America,3,14.9219177,-88.2375991
52662,Middle East,26-Dec-19,2019,Dec,7,0,7,64,0,0,0,Drowning,"Van lake near Adilcevaz, Bitlis, Turkey","EFE, BBC, ARYnews", ,"http://bit.ly/2ZG2Y19, http://bit.ly/2MLamDf, https://bbc.in/37tkBE9",Western Asia,3,38.77722861,42.73925758
52826,US-Mexico Border,25-Dec-19,2019,Dec,1,0,1,0,0,1,0,Sickness,"Laredo Medical Center in Laredo, Webb County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2G89GEk,Northern America,5,27.53089106,-99.48175978
52661,Middle East,24-Dec-19,2019,Dec,12,0,12,0,0,0,0,Air strike,"Al-Raqw market in Saada, Yemen","UN Humanitarian Coordinator in Yemen, Qatar Tribune, NY Times, Peoples Dispatch", ,"http://bit.ly/2FjolvD, http://bit.ly/2sD42GR, https://nyti.ms/2Q9Zjp7, http://bit.ly/2rHm627",Western Asia,4,17.24536481,43.23909336
52782,Mediterranean,24-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown,"Body found floating near El Sarchal, Ceuta, Spain","El Foro de Ceuta, El Pueblo de Ceuta",Western Mediterranean,"http://bit.ly/2Qds7Nw, http://bit.ly/2TmrKlB",Uncategorized,3,35.88879237,-5.292709559
52660,Europe,23-Dec-19,2019,Dec,2,4,6,9,3,3,2,Drowning,"Danube River near Karavukovo, Serbia, near border with Croatia",IOM Serbia,Western Balkans,http://bit.ly/2Qzo6Sx,Southern Europe,4,45.49221186,19.09347113
52674,Europe,22-Dec-19,2019,Dec,1,0,1,0,1,0,0,Unknown,"Between Kirki and Alexandroupolis, Evros Region, Greece",Eidiseis, ,https://bit.ly/37uUxIx,Southern Europe,1,40.90681744,25.84011695
52664,US-Mexico Border,20-Dec-19,2019,Dec,84,0,84,0,0,0,0,Mixed,"Cumulative total 1 Jan - 20 Dec 2019 for Webb County Medical Examiner’s Office, Texas",Webb County Medical Examiner’s Office,Central America to US, ,Northern America,5,27.5313645,-99.4284852
52744,US-Mexico Border,19-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.3469645,-111.5183736
52781,Mediterranean,19-Dec-19,2019,Dec,1,0,1,7,1,0,0,Unknown,"Body found upon disembarkation on Chafarinas Island, Spain","Salvamento Marítimo, COPE",Western Mediterranean,http://bit.ly/2tme0fH,Uncategorized,5,35.17967062,-2.429624659
52667,Mediterranean,18-Dec-19,2019,Dec,4,0,4,0,3,1,1,Presumed drowning,"Recovered on beach in Driouch region, Morocco",Nador City,Western Mediterranean,https://bit.ly/2trQPAG,Uncategorized,1,35.18773227,-3.375644698
52675,Europe,18-Dec-19,2019,Dec,1,0,1,0,0,1,0,Drowning,"Isonzo river, between Gradisca and Sagrado, Italy",il Giornale, ,https://bit.ly/39COseW,Southern Europe,1,45.8814923,13.49434303
52742,US-Mexico Border,18-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0177567,-112.1648764
52743,US-Mexico Border,18-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0177567,-112.1648764
52659,Europe,17-Dec-19,2019,Dec,1,0,1,0,0,1,0,Hit by vehicle,"E42 motorway near Vaulx, Belgium","Sudinfo, VivreIci", ,"http://bit.ly/2rK0vGv, http://bit.ly/35cTziK",Western Europe,3,50.59763847,3.445888463
52676,Mediterranean,17-Dec-19,2019,Dec,1,5,6,40,0,0,0,Unknown,"35 miles off the coast of Motril, Granada, Spain in the Alboran Sea","Salvamento Maritimo, Republica, UNHCR",Western Mediterranean,http://bit.ly/2tzuvW6,Uncategorized,4,36.37407644,-3.578461105
52657,Mediterranean,16-Dec-19,2019,Dec,1,0,1,73,0,0,0,Unknown,"Body found on patera arriving in Alboran, Spain","Salvamento Maritimo, Republica, Le Figaro, Big News Network",Western Mediterranean,"http://bit.ly/2tzuvW6, http://bit.ly/2r7NZ35, http://bit.ly/2s12UMU",Uncategorized,5,35.73865709,-3.06317992
52658,Mediterranean,16-Dec-19,2019,Dec,7,24,31,63,0,0,0,Drowning,Unspecified location in the Alboran Sea near Morocco,Alarm Phone,Western Mediterranean,"http://bit.ly/2tzuvW6, https://bit.ly/2ZR6c22",Uncategorized,3,35.57570164,-3.324309453
52741,Mediterranean,16-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown,"Off the coast of Al-Khums, Libya",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.79978095,14.363724
52821,Mediterranean,16-Dec-19,2019,Dec,0,56,56,0,9,0,0,Presumed drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Nuovi Desaparecidos, family report",Western Mediterranean,http://archive.ph/3dgWP,Uncategorized,4,35.76398135,-3.27314123
52862,Mediterranean,16-Dec-19,2019,Dec,2,17,19,0,1,1,0,Presumed drowning,"Off the coast of Plage de Bousfer, Oran, Algeria. Remains recovered near Sidi-Fredj, Algiers and Jijel)","El Watan, Réflexion, Le Quotidien d'Oran",Western Mediterranean,"http://archive.ph/fN9WA, http://archive.ph/hTtXY, http://archive.ph/HaymM",Uncategorized,3,35.82975489,-0.960676505
52656,Central America,15-Dec-19,2019,Dec,1,0,1,0,0,1,0,Struck by train,"Train tracks at the intersection of Insurgentes and 17 Junio streets in San Patricio, Chihuahua, Mexico","Las Noticias SV, EntreLineas",Central America to US,"http://bit.ly/2Z6uZ1A, http://bit.ly/2sMSjFi",Central America,3,28.69310808,-106.0917353
52655,Europe,11-Dec-19,2019,Dec,1,0,1,0,0,1,0,Electrocution on railway,Train tracks in Serbia near Croatian border after leaving from Sid Reception Center,IOM Serbia,Western Balkans,http://bit.ly/38PwYvP,Southern Europe,4,45.13940647,19.17955901
52651,Mediterranean,10-Dec-19,2019,Dec,1,6,7,3,0,0,0,Drowning,"Off the coast of Maghdia, Tlemcen, Algeria",Elbilad,Western Mediterranean,http://bit.ly/2RCxhDL,Uncategorized,1,34.8470132,-1.7310033
52736,US-Mexico Border,10-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.4026649,-111.4275888
52737,US-Mexico Border,10-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52738,US-Mexico Border,10-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52739,US-Mexico Border,10-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52740,US-Mexico Border,10-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.4138568,-113.2012528
52646,Europe,8-Dec-19,2019,Dec,4,0,4,0,0,4,0,Hypothermia,"Evros region, Greece: four bodies found near Korimvos, Greece","VICE, AP", ,"http://bit.ly/36ohFIb, https://bit.ly/38soudM, https://bit.ly/2RGNnwl",Southern Europe,3,41.3533334,26.197478
52647,Europe,8-Dec-19,2019,Dec,2,0,2,0,2,0,0,Hypothermia,"Evros region, Greece: two bodies found near Evros/Meriç river in the village of Gemisti","VICE, AP", ,"http://bit.ly/36ohFIb, https://bit.ly/38soudM, https://bit.ly/2RGNnwl",Southern Europe,3,40.9627424,26.3317637
52650,Central America,8-Dec-19,2019,Dec,1,0,1,0,1,0,0,Shot,"Near Juan Rodríguez Clara, Veracruz, Mexico",AFP, ,"https://bit.ly/2PD8oVV, https://bit.ly/36luDXk, https://www.youtube.com/watch?v=3TF-HtNbVH4",Central America,3,17.9936804,-95.4016158
52654,US-Mexico Border,8-Dec-19,2019,Dec,1,0,1,0,1,0,1,"Bacterial infection, Sickness and lack of access to medicines","Providence Children's Hospital, El Paso, Texas (girl was apparently ill when apprehended by US Border Patrol on 6 December 2019)","Washington Post, CNN, El Paso Times",Central America to US,"https://wapo.st/35q7tix, https://cnn.it/2RWMxLS, http://bit.ly/2EmIQHr",Northern America,3,31.7710272,-106.5001332
52645,Central America,7-Dec-19,2019,Dec,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico","Hoy Tamaulipas, Vox Pópuli, El Mañana", ,"http://bit.ly/2RAdlBq, http://bit.ly/33ZDFrf, http://bit.ly/2RAYaZ4",Central America,3,26.20272672,-98.44476248
52644,Mediterranean,6-Dec-19,2019,Dec,1,0,1,0,0,0,0,Presumed drowning,"Body recovered in Bouyafar, Morocco",Association Marocaine des Droits Humains - Section Nador,Western Mediterranean,http://bit.ly/2E2MbLQ,Uncategorized,4,35.2461582,-3.1489695
52649,Central America,6-Dec-19,2019,Dec,1,0,1,0,0,1,0,Fell from train,"Near Soledad de Doblado, Veracruz, Mexico",La Nigua, ,"https://bit.ly/2YGaKYa, https://bit.ly/38qpA9X",Central America,3,19.0501683,-96.425314
52643,Central America,5-Dec-19,2019,Dec,1,0,1,0,0,1,0,Fall from train,"Train tracks near Hermosillo, Sonora, Mexico","Milenio, El Imparcial", ,"http://bit.ly/2sT6cCh, http://bit.ly/2rtzmr8",Central America,3,29.0729832,-110.9559294
52733,US-Mexico Border,5-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52734,US-Mexico Border,5-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52735,US-Mexico Border,5-Dec-19,2019,Dec,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.7153768,-111.3952014
52638,Sub-Saharan Africa,4-Dec-19,2019,Dec,70,0,70,85,0,0,0,Drowning,"Off the coast of Nouadhibou, Mauritania - boat departed from The Gambia",IOM Mauritania,Western African,"http://bit.ly/2LpoJMV, http://bit.ly/34Y8lKO",Western Africa,5,20.9948426,-17.0083748
52732,US-Mexico Border,4-Dec-19,2019,Dec,1,0,1,0,0,1,0,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.5550534,-111.1460227
52637,US-Mexico Border,2-Dec-19,2019,Dec,1,0,1,0,0,1,0,Drowning,"Río Bravo, near La Playita, Ejido Reynosa Díaz, Reynosa, Tamaulipas, Mexico","La Tarde, El Mañana",Central America to US,"http://bit.ly/38ihiAW, http://bit.ly/2PeMeZV",Central America,3,26.0360515,-98.2885714
52930,Sub-Saharan Africa,1-Dec-19,2019,Dec,1,0,1,0,0,0,0,Sickness and lack of access to medicine,"Niamey, Niger",IOM Niger, , ,Western Africa,4,13.5115963,2.1253854
52668,US-Mexico Border,30-Nov-19,2019,Nov,1,0,1,0,1,0,0,Heart attack,"Recovered on a ranch in Brooks County, Texas, USA",Breitbart Texas,Central America to US,https://bit.ly/2MSdsFm,Northern America,1,27.14534572,-98.2316943
52929,Sub-Saharan Africa,30-Nov-19,2019,Nov,6,6,12,13,0,0,0,Thirst,"Mao, Chad",IOM Chad, , ,Western Africa,4,14.1310247,15.3189726
52820,Mediterranean,29-Nov-19,2019,Nov,0,70,70,0,4,0,10,Presumed drowning,Unspecified location in Maltese territorial waters,Alarm Phone,Central Mediterranean,"http://bit.ly/37H3dMq, http://bit.ly/3aSRxIA, http://bit.ly/2u53kTv",Uncategorized,4,34.73399711,14.77397483
52633,Mediterranean,28-Nov-19,2019,Nov,0,3,3,0,0,0,0,Presumed drowning,"Unspecified location off the coast of Libya (reported by survivors intercepted and disembarked at Alhamidya, Libya)",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.9065619,13.2583967
52636,Europe,28-Nov-19,2019,Nov,2,0,2,0,0,0,0,Vehicle  accident,"Ljubljana-Koper motorway, near the town of Vrhnika, Slovenia","Slovenian Police via IOM Slovenia, Total Slovenia News, L'Avenir, L'Orient-Le Jour",Western Balkans,"http://bit.ly/2LqJ04q, https://bit.ly/2L59hoU, https://bit.ly/2rCDncq",Southern Europe,5,45.9670344,14.298533
52653,Middle East,27-Nov-19,2019,Nov,26,0,26,74,8,18,0,Air strike,"Near Al-Raqw Market, Monabbih, Saada province, Yemen near border with Saudi Arabia","IOM Yemen, UN Humanitarian Coordinator in Yemen", ,https://reut.rs/36I6pXc,Western Asia,5,17.24513087,43.23943213
52731,US-Mexico Border,27-Nov-19,2019,Nov,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0577019,-112.1430215
52630,Mediterranean,26-Nov-19,2019,Nov,4,19,23,58,0,0,0,Drowning,"30 miles off the coast of Melilla, Spain",Caminando Fronteras,Western Mediterranean,"http://bit.ly/2XRlNgN, http://bit.ly/2KZKjqV, http://bit.ly/2R4ObKW",Uncategorized,4,35.2928695,-2.9252639
52635,Mediterranean,26-Nov-19,2019,Nov,0,73,73,0,20,0,3,Presumed drowning,"Unknown location in the Alboran Sea, between Morocco and Spain (boat departed from Boudinar, Morocco)","Caminando Fronteras, Nuovi Desaparecidos",Western Mediterranean,"http://bit.ly/380y8Uz, http://bit.ly/2OEuFnc, http://bit.ly/2DyJod3",Uncategorized,4,36.2144014,-3.4195527
52729,US-Mexico Border,26-Nov-19,2019,Nov,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.2914955,-111.3636723
52730,US-Mexico Border,26-Nov-19,2019,Nov,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.2911424,-111.3776214
52648,Central America,25-Nov-19,2019,Nov,1,0,1,0,0,1,0,Suicide,Unspecified location on the Mexican side of the Río Bravo,HCH Honduras, ,https://hch.tv/2019/11/26/hallan-ahorcado-a-migrante-hondureno-a-orillas-del-rio-bravo/,Central America,1,29.3232963,-100.9514187
52629,Central America,24-Nov-19,2019,Nov,1,0,1,0,0,1,0,Drowning,"Río Bravo, near la Casita Blanca, Gustavo Díaz Ordaz, Tamaulipas, Mexico","Hoy Tamaulipas, Vox Pópuli", ,"https://t1p.de/gywa, https://t1p.de/hpcc",Central America,3,26.2364999,-98.6042454
52780,Central America,24-Nov-19,2019,Nov,1,0,1,0,0,1,0,Hit by train,"Near Quilá, Culiacán, Sinaloa, Mexico",Sinaloa Press, ,https://bit.ly/2FBc9GJ,Central America,1,24.4395105,-107.2115454
52928,Sub-Saharan Africa,24-Nov-19,2019,Nov,1,0,1,0,0,0,0,Sickness and lack of access to medicine,"Agadez, Niger",IOM Niger, , ,Western Africa,4,16.9741689,7.986535
52625,Mediterranean,23-Nov-19,2019,Nov,5,21,26,149,15,11,0,Drowning,"One mile off the coast of Isola dei Conigli, Lampedusa, Italy","Guardia Costiera, IOM Italy",Central Mediterranean,"http://bit.ly/2DfRV4e, http://bit.ly/2XKWnkQ",Uncategorized,5,35.5097289,12.55530369
52626,Mediterranean,23-Nov-19,2019,Nov,0,13,13,47,0,0,0,Drowning,"Unspecified location off the coast of Zuwara, Libya",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.9400375,12.0821051
52628,Europe,23-Nov-19,2019,Nov,1,0,1,0,0,1,0,Unknown,"Remains recovered in Mega Dereio, Evros region, Greece",e-evros.gr, ,http://bit.ly/2OSh1vC,Southern Europe,1,41.2443761,26.1359431
52634,US-Mexico Border,23-Nov-19,2019,Nov,1,0,1,0,0,1,0,Unknown,Skeletal remains recovered on a Texas ranch about 80 miles from the US- Mexican border,BREITBART,Central America to US,https://bit.ly/35W2eqt,Northern America,1,31.9675919,-99.9016414
52623,Central America,22-Nov-19,2019,Nov,5,0,5,0,5,0,3,Vehicle Accident,"KM186 of the Carretera Internacional México Nogales, between Santa Ana and Magdalena de Kino, Sonora, Mexico","Uniradio Noticias, La Tarde, El Imparcial", ,"http://bit.ly/2QMq5Vd, http://bit.ly/2OL5Apt, http://bit.ly/35pkybo",Central America,3,30.6248745,-110.9717597
52624,Mediterranean,22-Nov-19,2019,Nov,6,0,6,0,0,0,0,Drowning,"Bodies washed ashore on Qasr Al Akhyar, 80km east of Tripoli, Libya",IOM Libya,Central Mediterranean,http://bit.ly/2DgeupI,Uncategorized,4,32.9032955,13.1900276
52728,US-Mexico Border,22-Nov-19,2019,Nov,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.8247879,-111.8246186
52819,Mediterranean,21-Nov-19,2019,Nov,0,94,94,0,13,0,0,Presumed drowning,Unspecified location off the coast of Libya,Alarm Phone,Central Mediterranean,"http://bit.ly/2FFbTa2, http://watchthemed.net/index.php/reports/view/1435",Uncategorized,4,33.22317791,12.26150574
52622,Middle East,20-Nov-19,2019,Nov,10,0,10,35,0,0,0,Air strike," Al-Raqw market, Monabbih district, Sa'ada Governorate, Yemen",IOM Yemen, ,"http://en.ypagency.net/143218/, http://bit.ly/37AIESo",Western Asia,4,16.9509413,43.7477742
52818,Mediterranean,20-Nov-19,2019,Nov,0,65,65,30,5,0,15,Presumed drowning,"Off the coast of Tripoli, Libya",Alarm Phone,Central Mediterranean,"https://bit.ly/2O6HtlR, http://bit.ly/2OF0YRL, https://bit.ly/2SOwdxf, http://bit.ly/35FVgFx, http://bit.ly/2FFbTa2",Uncategorized,4,33.18061351,13.23406254
52621,Central America,19-Nov-19,2019,Nov,1,0,1,0,0,1,0,Fall from train,"Train tracks in San Juan de la Vega, Celaya, Guanajuato, Mexico","Periódico Correo, AM", ,"https://bit.ly/2OxKGdd, https://bit.ly/2OAqcRd",Central America,3,20.6255181,-100.7629778
